zip,distanceFromNearestCenter,demandRegionLat,demandRegionLng,demand_score,nearestCenterCode
1343,56.70929674861087,42.66766,-72.98822,66.95095107153166,BDL1
1830,24.147237080607383,42.7959,-71.05323,9976.268676624122,BOS1
2461,5.486826072726618,42.31693,-71.20875,3547.0936773006256,DBO2
2720,2.2051007029174827,41.73095,-71.10932,12066.706036372374,BOS7
3241,65.18480460738049,43.71149,-71.81915,364.2049225689651,BOS1
3820,42.62681966737112,43.18933,-70.88428,15535.066788425805,BOS1
3849,78.76835333153396,43.89454,-71.13101,451.509670055965,BOS1
4108,90.30965677558243,43.66057,-70.18901,310.94891393475433,BOS1
4256,106.64328268069336,44.10294,-70.40733,1067.081964078222,BOS1
4454,273.77018012918137,45.5222,-67.52516,1.8340458453378061,BOS1
4683,168.31846936708183,44.23596,-68.82368,0.0,BOS1
5441,150.28107231786913,44.7686,-72.78669,193.3432494598307,BOS1
5758,77.82349486799231,43.44797,-72.78386,245.07626951468265,BOS1
7853,23.48373050933818,40.78785,-74.78315,5905.325243397938,DMC1
8328,19.068968644720385,39.5797,-75.06015,583.9931727484714,ACY1
8837,6.464598152363459,40.51432,-74.34477,8087.472839062275,EWR6
8837,6.464598152363459,40.51432,-74.34477,8087.472839062275,EWR7
10541,30.29714743752509,41.37855,-73.75122,10295.868025790403,DCN1
11553,18.540724030993054,40.70529,-73.5923,8413.158132631557,UNY1
11710,21.560681981931936,40.67217,-73.53293,14440.106833716512,UNY1
12020,98.3184904727479,43.00208,-73.87401,14536.34379125775,BDL1
12865,96.07499693323604,43.21225,-73.34191,1081.375817552433,BOS1
13411,93.79341008336152,42.63723,-75.30981,933.2010885660598,VUGA
13676,212.26956528214214,44.65178,-74.91377,5624.555632779161,BOS1
13839,68.33352033843772,42.24824,-75.26007,418.4022434356116,AVP2
13839,68.33352033843772,42.24824,-75.26007,418.4022434356116,AVP3
15144,17.368693675161275,40.54759,-79.78317,1482.1953226267703,PIT1
15349,47.24461312740842,39.75885,-80.07795,507.97159624511585,PIT1
15641,29.058964700910384,40.63151,-79.58909,184.32295636777948,PIT1
15697,29.954181664386073,40.24054,-79.5803,1127.9656821377334,PIT1
15752,42.671574585730525,40.5408,-79.28177,34.74063149666518,PIT1
16112,42.385343762083636,40.96812,-80.50099,530.9418234411861,PIT1
16148,57.4688758406133,41.23147,-80.43199,5896.981010966971,PIT1
17054,32.683625289548836,40.49746,-77.72764,86.50294935328891,VUGP
17236,29.758976788002958,39.79997,-77.94305,3007.431641988318,VUGP
18032,10.330230204489267,40.65694,-75.46776,3596.221576392237,ABE1
