zip,distanceFromNearestCenter,demandRegionLat,demandRegionLng,demand_score,nearestCenterCode
1754,19.402565971051594,42.4264,-71.45607,4805.161995510941,DBO2
3281,22.232656226286565,43.08126,-71.72189,3510.5847829840113,BOS1
3307,36.922797867309754,43.32257,-71.44265,1750.993362628083,BOS1
3850,63.61817617528099,43.69739,-71.29983,129.604364391946,BOS1
4029,87.83221106794257,43.89479,-70.66007,791.0751706236958,BOS1
4488,187.74726224784146,44.87586,-69.11143,336.74716288030123,BOS1
6010,18.492332195353136,41.681,-72.94065,23605.333725737935,BDL1
6239,39.05576729767099,41.79116,-71.85711,4203.7084561182255,BOS7
6519,7.934192115793409,41.29597,-72.93764,4621.060613245145,DBO3
7302,2.141033746926906,40.71894,-74.04462,38550.379905631904,UNJ1
7869,24.366729465402884,40.84528,-74.5807,12046.234597208577,EWR6
7869,24.366729465402884,40.84528,-74.5807,12046.234597208577,EWR7
8242,54.51528277598729,39.01786,-74.88627,1614.4130765657656,PHL7
8321,35.674609114723076,39.21961,-75.14107,43.646668816827216,PHL7
8530,13.82401906286695,40.37288,-74.89747,3629.673481489445,DEW4
8740,29.51272939009791,39.93006,-74.12811,641.9139476895873,EWR1
8740,29.51272939009791,39.93006,-74.12811,641.9139476895873,EWR4
10535,31.042588453505598,41.33536,-73.79965,157.66171553033797,DCN1
10588,32.20417545438449,41.33222,-73.82624,1441.68125978571,DCN1
12022,63.64000486415754,42.66653,-73.33401,385.58643536424177,BDL1
12138,68.81315852574187,42.73735,-73.37128,1000.7787657956026,BDL1
12158,73.54472748163931,42.53927,-73.81903,2436.1830014113316,BDL1
12460,84.34878847849772,42.42357,-74.16676,54.062426918546954,BDL1
12923,191.7448505925762,44.94546,-73.95802,161.81207701742082,BOS1
13623,215.4680470231601,44.44877,-75.75299,21.768512249358228,VUGA
14085,153.41543943863405,42.71494,-78.92691,3301.360593257696,CLE3
14548,135.44920341156995,42.97538,-77.24341,1287.0219978758596,VUGA
14607,155.33676419257822,43.15099,-77.58682,10206.864546616847,VUGA
14718,125.468414641948,42.34417,-79.28813,637.5797758852467,CLE3
14825,65.4587247675954,42.05564,-76.62116,253.14082174973086,VUGA
15140,16.238496582328416,40.4073,-79.7783,1070.8539541145274,PIT1
15434,27.2395451187535,40.08013,-79.88037,98.60987084828828,PIT1
16145,65.16660635211935,41.38574,-80.07422,926.1299256863686,PIT1
16624,68.23117660426459,40.5651,-78.60664,61.15981886867404,VUGP
16661,73.25811192091578,40.83058,-78.45026,277.4983662514757,VUGP
16682,52.88288183651779,40.27206,-78.4565,120.6119486719217,VUGP
17053,8.102429227379556,40.3255,-77.03256,1965.6337416096571,PHL4
17057,20.579617720855268,40.19437,-76.72659,9100.276717366609,PHL4
17307,12.233124272320948,39.94853,-77.314,1965.1802170938092,VUGP
17402,30.317653699077006,39.95799,-76.66045,13959.955316110949,PHL4
17864,34.69729430280571,40.70294,-76.90687,763.3342983212848,PHL4
19146,6.812275649703212,39.93917,-75.18398,19965.699850212037,DPH1
20117,27.290019611726844,38.99473,-77.73851,1463.7561811947153,BWI4
20120,16.529676848039617,38.85576,-77.47987,18236.886529889183,FVA1
21668,18.99561764306789,39.18967,-75.85139,642.1806192139802,PHL7
24471,78.02243475116659,38.30837,-78.79645,673.1568087187622,BWI4
24848,134.76543484442888,37.28206,-81.43413,28.908060644988076,CLT3
24962,153.79045626114524,37.66029,-80.72041,34.80987358088794,CLT3
25142,133.36750908002773,38.15001,-81.73066,60.356900724160305,CMH2
25419,22.767760675665603,39.58286,-77.88493,4792.954839745632,BWI4
