zip,distanceFromNearestCenter,demandRegionLat,demandRegionLng,demand_score,nearestCenterCode
1267,61.32325164500755,42.66593,-73.24209,4158.041323319073,BDL1
2790,11.260548341045713,41.59967,-71.08266,6111.798196944082,BOS7
2806,11.119345582001952,41.7443,-71.31453,7344.124806482417,BOS7
2906,15.843748595797107,41.83964,-71.38963,13706.373546187599,BOS7
3275,26.04591251147396,43.15999,-71.41794,4539.1662656547305,BOS1
6026,5.155292273703374,41.94242,-72.74093,2136.758900386785,BDL1
6052,16.14378696577173,41.65736,-72.80506,3129.0133408495867,BDL1
6053,13.916910392179018,41.68874,-72.7941,13450.748247658234,BDL1
6770,11.857889569110164,41.48913,-73.05181,12342.187289763559,BDL2
10954,16.514013797759908,41.09969,-74.01269,10653.804481286219,EWR8
12521,53.1551679602636,42.17071,-73.65164,665.3229031416809,BDL1
12808,129.93978233004,43.74782,-73.75393,121.82926912236536,BOS1
12965,205.5867467520022,44.70587,-74.684,90.32264952657651,BOS1
13037,119.56841592840993,43.06046,-75.86521,3263.9173971441837,VUGA
14127,162.77677094797687,42.75204,-78.74402,12614.689940514054,CLE3
14750,117.3605304637782,42.07939,-79.32752,1538.1320134200164,CLE3
14827,90.60096194142974,42.18069,-77.14292,0.0,VUGA
15948,69.2811786253053,40.48986,-78.76699,100.40458222866847,PIT1
19027,6.005453721935662,40.07347,-75.12453,8685.739677282378,DPH1
19367,25.877798959416133,39.96285,-75.88395,40.75501409720108,PHL1
19555,14.54500037287162,40.49335,-75.94993,1173.524588153479,XUSG
20754,25.784265019568554,38.736,-76.65493,3122.727694372176,RVA1
21163,14.713932289746511,39.34024,-76.85706,3006.071263086419,SUOC
21607,22.75062898230656,39.13398,-75.85644,164.88359435150736,PHL7
21814,71.5527577397469,38.29176,-75.88669,64.81322819369676,DCA1
22207,7.383466128095832,38.90665,-77.12384,20476.824732198034,RVA1
22939,89.24416608623469,38.10575,-78.97288,2790.416574250062,UVA3
24312,97.19307627421865,36.83117,-80.86897,406.2746051430376,CLT3
24530,87.77751701386828,36.80785,-79.61044,250.59285100129233,UNC2
25143,114.6307102543318,38.42001,-81.82414,2778.0198863310384,CMH2
26038,47.39322262575763,39.96329,-80.72595,972.128450215416,PIT1
26301,81.400114954209,39.28629,-80.37735,9407.487551119124,PIT1
26444,76.13130728532056,39.36861,-79.7626,948.8360559982532,PIT1
26719,39.549887152867264,39.49778,-78.7678,684.6907738097187,BWI4
27511,10.457389424770238,35.76324,-78.78437,13304.540893018384,UNC2
27559,29.225329738635978,35.6299,-79.0973,761.7827789962669,RDU1
27974,35.72331285098115,36.23941,-76.00264,279.12726160281863,UVA2
28683,67.4117319971504,36.38835,-80.91219,385.48797015639457,CLT3
28743,73.71633493507306,35.80869,-82.90114,716.4227642658773,GSP1
29048,34.94898997281341,33.39057,-80.29702,1154.4503511035118,CHS1
29405,6.935715843781164,32.85207,-79.97903,9474.296267202346,CHS1
29461,17.2321857532941,33.17009,-80.00773,15173.243887592007,CHS1
30052,21.246948060881383,33.81654,-83.89538,27063.142938741163,MGE1
30052,21.246948060881383,33.81654,-83.89538,27063.142938741163,MGE7
30087,15.248718673058224,33.81087,-84.13135,12704.516662275273,CGA2
31081,69.08787731590841,32.40824,-84.27725,29.122840556190408,VUPN
31547,24.113038795415353,30.79096,-81.53443,627.9823414954071,JAX1
32340,104.01035650727589,30.45651,-83.42667,3094.8602380852694,JAX1
32346,164.86415953772166,29.97919,-84.38387,690.1790931397562,JAX1
33858,16.6135497888293,28.24506,-81.55832,146.08667934044172,DM01
34108,87.61414432907269,26.24533,-81.80694,6826.907738650792,DSR1
35188,16.287978851697435,33.18326,-87.17322,689.7732816000206,BHM1
36503,155.59350161744683,31.15674,-87.4654,416.590580334366,BHM1
36784,109.74356029185715,31.94208,-87.82271,1781.6275331960874,BHM1
37037,5.436466888746372,35.70272,-86.35318,3339.931153763176,BNA3
37067,17.24749931546328,35.91314,-86.77461,14385.030201384156,RTN1
37067,17.24749931546328,35.91314,-86.77461,14385.030201384156,UTN1
38115,3.805869425839426,35.05499,-89.86362,13954.1250218685,MEM5
38339,78.86782679719508,35.0524,-88.5147,136.34047721806158,MEM5
39567,227.03336929787108,30.36192,-88.55254,3391.34735296321,BHM1
40020,15.834248371566076,37.93503,-85.38753,86.13494024838295,SDF7
40063,16.89830957896493,37.57052,-85.34336,167.05373153353008,SDF1
41010,29.50554506477282,38.50085,-84.60763,984.9439040101186,LEX3
42171,49.11340120182049,37.03609,-86.16728,2346.66911726548,SDF1
43101,27.792910360571653,39.46466,-82.74563,113.78249853027357,CMH2
43756,60.89366069356395,39.68993,-81.79574,1817.085294958109,CMH2
43802,58.56499224010764,40.09346,-81.85687,407.2763752690966,TBD9
44086,24.209343771135142,41.67443,-81.05599,893.7056959479646,CLE3
45153,26.191676793760703,38.86977,-84.18474,830.9310563746891,IVSA
45506,40.11745971656175,39.89907,-83.85233,4493.423133368675,UOH2
46163,13.735981305522515,39.7287,-85.90435,5255.418412913166,DIN1
47174,41.10689281296743,38.22716,-86.482,26.11207306732265,IND6
49764,182.17641439362419,45.42356,-84.82824,26.56073607396252,GRR1
49822,242.0163868269131,46.45095,-87.02812,100.04252083916583,DML1
50162,198.96389421844157,41.92563,-93.06781,450.4116816863011,DMS1
52175,141.84892052470195,42.99372,-91.82389,1216.1249114867248,DMS1
