zip,distanceFromNearestCenter,demandRegionLat,demandRegionLng,demand_score,nearestCenterCode
2066,18.498712861706128,42.20129,-70.76155,8526.565670696382,UMA3
2646,53.42675878237012,41.67103,-70.07144,560.986177571059,BOS7
3215,85.99328630140316,44.03605,-71.48109,103.51522991697297,BOS1
3590,134.73450327146895,44.74195,-71.51485,307.2289832612072,BOS1
4020,76.53448510359416,43.76811,-70.81028,679.5787721369279,BOS1
4530,114.27587567076507,43.89156,-69.8306,4438.12081743044,BOS1
5359,65.17770048884776,43.15184,-72.72121,258.0631633718786,BOS1
5485,162.74867543227148,44.90405,-72.97567,0.0,BOS1
5768,92.33489867274929,43.29846,-73.22168,7.253039139128663,BOS1
7204,5.488126822441884,40.66532,-74.2666,5430.569269302209,EWR6
7204,5.488126822441884,40.66532,-74.2666,5430.569269302209,EWR7
7446,14.237189230235114,41.05944,-74.14532,7065.369126792596,EWR8
7828,20.370863573515802,40.88559,-74.75237,5838.805995089356,DMC1
8361,29.589655242712404,39.44843,-74.95943,6470.514841098572,ACY1
8542,12.07630376356968,40.35452,-74.66064,1196.9992721868416,EWR1
8542,12.07630376356968,40.35452,-74.66064,1196.9992721868416,EWR4
8608,8.941090997561227,40.21947,-74.76693,437.8355935234307,DEW4
11215,2.460635767586592,40.66255,-73.98687,40607.75660136788,UNY1
12306,93.84991763542172,42.80686,-74.03344,9822.466062115704,BDL1
12406,74.37124578184758,42.09647,-74.56502,240.3311964035696,AVP2
12406,74.37124578184758,42.09647,-74.56502,240.3311964035696,AVP3
12841,114.57556730765972,43.59919,-73.5165,33.584766528588545,BOS1
13480,111.69944355509321,42.91424,-75.36699,1177.3967139101296,VUGA
13482,99.5794952445679,42.69661,-75.17695,22.42610962327697,AVP2
13482,99.5794952445679,42.69661,-75.17695,22.42610962327697,AVP3
13684,206.88417790655615,44.36577,-75.0464,382.5337990661226,BOS1
13813,59.42449299695694,42.16808,-75.54266,371.7454584738854,VUGA
14061,142.05057779944153,42.59111,-79.08949,40.408488906356354,CLE3
14062,134.77280943446246,42.44364,-79.14897,1105.1423990769028,CLE3
15126,10.78119165585381,40.46019,-80.28727,3061.363018304677,PIT1
15312,22.744941300744586,40.25404,-80.43757,1297.90161809065,PIT1
16317,76.24988674378541,41.53232,-79.85258,417.56644590450423,PIT1
16701,122.198151522216,41.91105,-78.77385,5711.304343765898,PIT1
17727,87.92798914759767,41.53904,-77.47914,8.581313559264908,VUGA
19523,27.31062535277197,40.20116,-75.84974,6.852627824757135,ABE3
20110,16.32628292584676,38.7464,-77.48699,18252.807277405616,FVA1
20317,2.84522721525915,38.93645,-77.0128,0.0,RVA1
20812,6.643522808216597,38.96677,-77.14357,123.28147551352826,RVA1
21160,31.76391667491677,39.70728,-76.30754,929.1263820492527,DBA1
21849,76.11607609230323,38.37006,-75.46064,1251.3858367383405,PHL7
22435,56.84430008363943,37.97216,-76.57288,741.4444553501585,UVA3
22542,50.76205953390654,38.29348,-77.88837,749.7904526989147,FVA1
22572,47.63200710641482,37.97552,-76.77495,2213.1625157974327,UVA3
