zip,distanceFromNearestCenter,demandRegionLat,demandRegionLng,demand_score,nearestCenterCode
1905,6.318640099959471,42.46355,-70.9733,9271.379631637396,DB01
2914,14.14907032896039,41.81326,-71.36608,7596.221902537636,BOS7
3813,93.18336539669305,44.09408,-71.04573,1345.827264336387,BOS1
4349,135.10032233775988,44.43734,-70.07014,393.0456166949032,BOS1
4363,143.39602519636244,44.31101,-69.57807,855.2929629937956,BOS1
4606,225.7233543935031,44.57697,-67.70281,297.4966015437652,DB01
4736,332.150961063943,46.90661,-68.01998,2959.8639714308815,BOS1
5680,129.43476640639625,44.53785,-72.46838,732.7074566403613,BOS1
6870,17.828728552375615,41.02881,-73.56964,4506.179067349244,DCN1
8106,7.133259651758252,39.89119,-75.07388,3935.6860077269444,DPH1
10304,4.5400137892472126,40.60671,-74.0931,15394.495964879632,DYY6
10304,4.5400137892472126,40.60671,-74.0931,15394.495964879632,JFK8
12423,80.48807622564756,42.37968,-74.11136,319.27273151178207,BDL1
12764,34.56277156255524,41.59639,-74.98515,650.1975234366139,AVP2
12764,34.56277156255524,41.59639,-74.98515,650.1975234366139,AVP3
12849,100.07357687222431,43.44812,-73.2985,120.59826889858594,BOS1
12957,208.22727149379793,44.85353,-74.57706,581.7753854587828,BOS1
13905,59.195385801255064,42.18086,-75.94476,10627.52818307162,VUGA
14108,182.87462212986617,43.26365,-78.7274,1819.0713976890347,DCL1
14172,180.10570079138262,43.28201,-78.81757,1029.6189520591386,DCL1
15635,31.443966747271602,40.34891,-79.49877,85.42223111067507,PIT1
15754,49.5971703969511,40.55667,-79.15152,148.2802337150403,PIT1
15847,70.84888107934103,41.08614,-79.02948,30.154567506404767,PIT1
15952,69.48661847010213,40.30348,-78.77614,377.31828333296835,PIT1
16045,29.66522753402028,40.85277,-79.91626,386.6147120847223,PIT1
16130,67.81486663389639,41.44315,-80.21668,578.8415476605768,CLE3
16238,37.96365065234645,40.78778,-79.52036,150.81331186949808,PIT1
16730,128.14883365940474,41.81339,-78.42309,10.746326541598345,PHL6
17739,82.99695670486295,41.41289,-77.40156,9.480685572930847,VUGA
17934,30.547338057186355,40.79786,-76.21205,142.53794207772592,XUSG
19030,4.926045127618627,40.1812,-74.83269,4458.98563382395,DEW4
19355,22.38523612636683,40.0466,-75.5302,14015.090089147896,ACY1
19963,40.588677289960366,38.93347,-75.37799,7709.423857892918,PHL7
20197,25.25270937785076,39.19379,-77.62252,1215.4659861126715,BWI4
21901,15.007607573435475,39.58593,-75.95821,7419.228364054314,PHL7
24224,128.7311858533119,36.86059,-82.28322,1616.4452901475759,GSP1
24918,144.0172139471774,37.51793,-80.75461,512.6099915522674,CLT3
26003,39.49752891619294,40.0693,-80.6508,13942.267104014978,PIT1
27818,40.95196264608641,36.50275,-77.01394,329.1767893890665,ORF1
28337,72.92642393995511,34.66094,-78.57733,2694.0012706361504,RDU1
28650,25.194919074178607,35.57347,-81.15668,4097.061013193431,CLT4
29627,42.18340776092795,34.51807,-82.47861,5365.048787920719,GSP1
30009,19.355739982911146,34.07711,-84.3029,10360.192672963814,CGA2
30248,5.972004831729773,33.34975,-84.10838,10865.697168492163,VUPN
30260,8.93267075354768,33.5862,-84.33046,8325.168129298174,DAT3
30602,25.52216240584514,33.94252,-83.37256,622.9146624145383,MGE1
30602,25.52216240584514,33.94252,-83.37256,622.9146624145383,MGE7
31801,65.63018199553008,32.51765,-84.5906,813.5659368977326,VUPN
33574,26.470036915576866,28.33811,-82.257,769.0025650650801,LAL1
33574,26.470036915576866,28.33811,-82.257,769.0025650650801,TPA2
33850,21.4413885647206,28.11886,-81.73191,2896.536710380564,LAL1
33850,21.4413885647206,28.11886,-81.73191,2896.536710380564,TPA2
35243,16.203273180929294,33.44185,-86.74055,8817.374545308132,BHM1
36201,67.67307599460099,33.65082,-85.88264,5038.414184660046,BHM1
36476,142.2972402554672,31.35359,-86.54633,16.336819723948768,BHM1
37072,13.5701266465926,36.35686,-86.74494,11885.90969721119,RTN1
37072,13.5701266465926,36.35686,-86.74494,11885.90969721119,UTN1
37153,10.859273875496049,35.7645,-86.55531,1616.8514234600825,BNA3
41051,8.598202837491405,38.93233,-84.54451,11784.733584745181,IVSA
41366,78.01140612564794,37.62472,-83.21959,7.786959309387205,LEX1
43047,32.69916480665379,40.20795,-83.63797,0.0,UOH2
43523,71.0353016298254,41.33875,-83.99865,17.34751748726844,DTW2
43526,95.73271890514472,41.31339,-84.73024,2166.5625238511966,DTW2
44040,6.754913993544374,41.53128,-81.4112,1541.0475797139538,CLE3
45225,7.8066110886976166,39.14341,-84.55267,3394.643756504159,IVSA
45714,78.36430718557813,39.3183,-81.62001,3116.4709298082144,CMH2
47577,59.36555126793176,38.15004,-86.80766,349.0489612689983,IND6
48739,124.47838952636747,44.37597,-83.83238,930.7010230602631,DET2
49241,62.88359273410115,42.10121,-84.60149,716.7628163930851,DET1
49241,62.88359273410115,42.10121,-84.60149,716.7628163930851,DTW1
49252,68.19649532496796,42.03853,-84.76683,807.5839865418391,GRR1
50021,191.4552824750487,41.7207,-93.56838,13048.530220504634,MKC6
51451,190.58603724858958,42.1846,-94.69471,18.925479472123055,MSP1
52043,160.96471707646307,42.84403,-91.42201,671.4508407564839,DMS1
52163,121.57817641326815,43.21976,-92.10315,129.22905930372792,DMS1
52565,167.58701449637178,40.74005,-91.94332,592.1862601038702,STL6
52565,167.58701449637178,40.74005,-91.94332,592.1862601038702,STL7
54028,44.53262660747763,44.95532,-92.28279,1002.3769342501246,DMS1
54174,141.61735690417504,45.03553,-88.43492,1070.1421280999566,FWI1
55792,184.2801528642519,47.60027,-92.48261,3719.910565700529,UMN1
56057,30.230692189496885,44.3954,-93.72045,1411.3382789671518,MSP1
56361,129.7694270268106,46.16146,-95.3351,886.7670589573669,MSP1
56573,159.378750209996,46.61443,-95.55216,2451.3895726903725,UMN1
56579,179.6782982883186,46.4688,-96.34229,377.1523398597234,MSP1
57788,334.2276193439917,44.61855,-103.2167,170.64185989410657,DEN3
58363,393.46921702544665,48.76417,-99.46669,28.81183600119443,MSP1
59223,527.6585593675716,47.90319,-106.19348,8.630395495120577,GEG1
59405,294.8758432505281,47.28102,-111.25937,12672.389178764435,GEG1
59803,178.10367959729155,46.77781,-113.95826,6872.0305967336835,GEG1
60623,1.8262702622135565,41.84793,-87.71753,22617.33726203403,TBD7
60974,48.999776395878236,40.71807,-87.73588,102.00148440167408,MDW7
61007,75.58395801008638,42.19941,-89.59109,93.17279735830205,MDW9
61264,123.79550326901298,41.39765,-90.59452,3770.800331605918,HMW1
61279,130.75485271436676,41.32574,-90.72863,331.76232007473715,HMW1
63106,1.3017674441047784,38.64445,-90.20795,2703.935944649118,DLI1
63537,145.73837350053063,40.14776,-92.16172,599.2346944052744,STL6
63537,145.73837350053063,40.14776,-92.16172,599.2346944052744,STL7
63781,76.98314739651525,37.5329,-89.93078,582.3208979599003,DLI1
65632,145.57932224407634,37.49961,-92.81612,826.925962251801,XUSK
65674,99.54160223262247,37.78872,-93.61018,827.3050140074683,XUSK
65714,149.23073480397937,37.03801,-93.31976,12438.655938558188,XUSK
67232,143.69840762912673,37.6368,-97.16802,120.17709043053304,XUSK
67449,105.01851037384272,38.68214,-96.89569,982.2321478732154,XUSK
68448,121.36047468453124,40.54429,-96.035,73.6263161212046,MKC6
68844,265.47571721531443,41.05659,-99.05938,89.25616972122062,MKC6
71110,177.5013164057058,32.50289,-93.63027,1175.1712438232337,VUPJ
71406,175.65495115802787,31.73425,-93.50536,14.801225484614736,UTX3
72449,93.70622268447339,36.16662,-90.81719,38.453457258797485,MEM1
72651,170.84292757075747,36.388,-92.47661,487.58000878718224,MEM1
73532,125.17614158031284,34.62768,-99.59637,162.5701955449007,OKC1
73550,138.7704471206623,34.7101,-99.89631,730.2158045123123,OKC1
73638,128.65459810224485,35.86532,-99.79059,44.685690046462796,OKC1
73759,102.80420660116049,36.85815,-97.71362,404.2475830338797,OKC1
73859,108.72542209337496,36.13309,-99.2797,505.05972689432474,OKC1
74578,130.30910408269858,34.90045,-95.34872,1851.832228473867,OKC1
74748,87.87261046485376,34.16082,-96.44879,240.27453688777797,TBD6
75681,124.49254885659258,31.93597,-94.685,776.3024486293306,VUPJ
77539,29.275696138797848,29.45578,-95.02723,18014.090554911174,UTX3
77969,80.82734525173994,28.77579,-96.64719,48.968618735171525,UTX2
78022,84.0949142137552,28.24222,-98.16421,1422.6763098802617,UTX5
78336,129.4763237742189,27.94356,-97.1862,3823.3030707323023,UTX5
78605,33.16869411103303,30.77366,-98.04663,2810.0686963762396,RAU1
78660,7.598975377102822,30.44361,-97.59558,45732.202981679024,RAU1
79347,307.08217593641325,34.18804,-102.79682,2088.2664353548244,OKC1
79605,143.83902133219115,32.43394,-99.78182,10495.01115070937,DAL6
79605,143.83902133219115,32.43394,-99.78182,10495.01115070937,UTX7
80215,6.63426798236401,39.74412,-105.1158,8291.400088782535,FCO4
80465,15.12719835898717,39.60437,-105.21521,6828.296342390484,FCO4
80754,86.17960225165865,40.69052,-103.64694,51.87356609444428,DEN2
81006,104.62314837401351,38.24059,-104.47413,3587.7813501765954,DEN2
82007,77.04888058973836,41.06231,-104.75591,7829.03504014353,DEN3
82212,160.77717093436564,42.26126,-104.51995,231.88523155722376,DEN3
82637,199.437198304292,42.76679,-105.88228,1505.5178286785083,DEN3
83113,152.74848037161314,42.55189,-110.25204,839.4605662888524,SLC1
84180,6.901239807882169,40.77044,-111.9011,0.0,SLC1
84512,276.8805984317348,37.16255,-109.55921,180.1054019436235,DUT1
85745,85.84347715392092,32.25014,-111.06253,14471.387419202556,DPX3
85929,123.33841791972243,34.16512,-109.95948,2217.442017626341,DPX3
