zip,distanceFromNearestCenter,demandRegionLat,demandRegionLng,demand_score,nearestCenterCode
1775,21.767073097980983,42.42983,-71.51146,3430.937746525513,DBO2
2379,15.742226384942697,42.02139,-71.0267,3177.6759450846434,DB02
3254,64.92070996037054,43.72505,-71.37782,1733.8626889651862,BOS1
4664,208.47892176087228,44.53906,-68.12797,366.076778244734,BOS1
5346,53.11992774054189,43.02337,-72.53043,1872.364313192977,BOS1
5482,139.77513744526252,44.39057,-73.24134,3359.315755660666,BOS1
5652,143.80949328827452,44.72824,-72.58674,269.8641093864203,BOS1
7503,5.382021594016587,40.89768,-74.15353,5798.017212869124,EWR8
7649,6.591215921455017,40.95622,-74.03141,3812.296600223182,EWR8
8241,44.02491416008898,39.53278,-74.48523,479.1760143781742,ACY1
8902,15.241201619107263,40.44236,-74.48579,17864.15617749512,EWR6
8902,15.241201619107263,40.44236,-74.48579,17864.15617749512,EWR7
10278,2.52816755103448,40.71513,-74.00373,0.0,JFK7
10985,51.655683669583325,41.57697,-74.35782,5.986982864422517,EWR8
11412,9.811174871062951,40.69804,-73.759,12619.219909152727,UNY1
11693,8.730581812814767,40.59649,-73.81663,4556.368152368576,UNY1
12758,60.150852839170895,41.9428,-74.74942,1447.193927851329,AVP2
12758,60.150852839170895,41.9428,-74.74942,1447.193927851329,AVP3
12834,93.89718626896257,43.09706,-73.50423,2238.3409773415956,BDL1
12870,133.5543774697079,43.83931,-73.7625,579.4229724450248,BOS1
13304,135.9672806038714,43.23954,-75.1589,764.3034609613453,VUGA
14543,149.36688164386095,42.98777,-77.67747,1352.8068537355832,VUGA
14847,100.211694251537,42.6031,-76.74047,825.8240032962875,VUGA
16057,40.902296331670705,41.03427,-80.0579,6240.860591097164,PIT1
16341,82.30372135375806,41.56288,-79.54703,551.4787012151085,PIT1
17267,36.597566280011854,39.80389,-78.23958,992.7073572849484,BWI4
17888,38.74920172733024,40.81931,-76.37306,149.001192736671,XUSG
17923,32.82997378867627,40.66136,-76.31871,97.43110774524615,XUSG
18212,12.996612854310294,40.77292,-75.71883,13.316061246080476,XUSG
18623,29.58012000858395,41.67297,-76.14768,723.0119436917998,VUGA
19074,5.787409679898339,39.88642,-75.29643,2311.3996005139666,ACY1
21766,30.765395510102188,39.65928,-78.39859,180.85971407928957,BWI4
22732,63.364352742366826,38.30886,-78.19153,80.00943438690763,FVA1
23487,21.031268854866354,36.85197,-76.72303,2180.2108654679905,ORF1
24726,149.51111915234904,37.52084,-81.37229,110.02854474648593,CLT3
24884,136.81424671121536,37.27943,-81.55048,39.66503356963385,CLT3
25162,140.01674976382623,38.20712,-81.38435,114.62088870657706,CMH2
25882,155.41016747679868,37.60359,-81.39892,712.7215684774274,CLT3
26587,65.01376456884655,39.51606,-80.29751,63.768845290769065,PIT1
27712,24.895007905537334,36.09606,-78.90481,9174.140708473893,UNC2
27809,50.65445573466596,36.01932,-77.74085,1247.677176980955,UNC2
28040,30.83087897259602,35.38738,-81.74762,2177.4863176705535,GSP1
28463,109.84679048093744,34.10213,-78.78001,2047.3866156563972,CHS1
29225,85.32026372405832,33.99538,-81.03006,190.6226783605434,CLT2
29356,15.866590076279413,35.14411,-82.26187,2775.828967098011,GSP1
29645,29.021313472418484,34.59453,-82.12375,3481.170242369711,GSP1
30111,14.903320103540654,33.8318,-84.65499,0.0,CGA2
30363,1.1513788609368254,33.79147,-84.39887,2195.0131524084627,CGA2
30619,34.98090395862365,33.85752,-83.2403,543.4342003880458,MGE1
30619,34.98090395862365,33.85752,-83.2403,543.4342003880458,MGE7
30631,63.8312380787271,33.56553,-82.87034,512.079766227586,MGE1
30631,63.8312380787271,33.56553,-82.87034,512.079766227586,MGE7
31055,123.90950847934478,31.98248,-82.89046,1395.4724493259907,VUPN
32044,51.217925031124004,29.85344,-82.16425,720.6043227516788,JAX1
32060,82.65920611165657,30.27554,-83.04935,6160.676920612865,JAX1
32137,66.93528881063229,29.58057,-81.22455,14762.814711234321,JAX1
32577,183.7197518184214,30.73453,-87.37471,1745.899009540092,BHM1
33476,66.54234399924563,26.80109,-80.65305,1733.4738089416087,DM11
33612,6.907056325093235,28.05071,-82.451,16122.34556504132,RFL3
34141,44.86259159969963,25.91774,-81.07706,95.001556986785,FFL1
34211,11.164952109757118,27.44944,-82.37738,8021.194594958206,PFL1
34734,7.266977137995005,28.5376,-81.52204,1147.6560580717717,UFL4
35552,80.99388630980849,34.07311,-88.14266,318.66063608782076,BHM1
37730,92.41249973910084,36.56837,-83.97357,12.322515256886383,SDF1
37748,104.14672280208761,35.94797,-84.51413,5454.9114316304385,BNA3
38105,10.998293569007787,35.1512,-90.03541,2013.9929025825993,MEM1
38301,71.61442117792818,35.5908,-88.8531,11082.199680062424,MEM5
38541,55.07656402092551,36.52903,-85.33767,438.7168466739568,SDF1
38552,33.65050533447508,36.2166,-85.81195,90.9209014427603,BNA2
38665,31.94955423474014,34.58165,-90.16693,1272.3046535333367,MEM1
38876,90.97907708354452,34.21457,-88.23112,371.1628136095767,BHM1
38948,64.47024366560379,34.07635,-89.89364,660.892988698872,MEM1
39358,91.69937508072513,32.83317,-88.45605,378.5924718003084,BHM1
39577,209.43385425606803,30.90213,-89.07971,3062.8626210941234,BHM1
40511,4.888821116454399,38.13278,-84.47392,14227.567985749483,LEX1
41179,69.10569311235007,38.52483,-83.38988,1923.8176191922432,LEX1
41660,113.04501018209706,37.41341,-82.63846,60.488610154947665,LEX1
41844,104.68547451965743,37.32916,-82.8643,543.1096498277922,LEX1
41848,109.34946485352502,37.11491,-82.94384,8.565730279254534,LEX1
42528,20.92526857513006,37.18335,-85.01712,715.3554644357139,SDF1
43842,51.56623253731041,40.13749,-82.01182,66.13473889083491,TBD9
45150,22.361000605292144,39.16567,-84.23281,12914.359186644366,IVSA
45342,44.32205332132847,39.62943,-84.27545,14202.063701654075,CVG1
45342,44.32205332132847,39.62943,-84.27545,14202.063701654075,PICV
45613,56.15880890371512,39.0318,-82.84885,909.017002946667,CMH2
45659,82.52274534591956,38.67117,-82.62331,805.4119422507638,CMH2
45851,105.77580962648616,41.03267,-84.60289,225.3235762691562,DTW2
46050,15.678464105047265,40.20515,-86.34629,694.0745730388666,IND1
46166,23.312798306093516,39.42686,-86.58755,1002.5388998868362,IND2
47420,55.60852407385945,38.91903,-86.54933,26.122388338089056,IND2
47516,86.86748540749142,38.7645,-87.41857,345.77579856643746,IND2
47925,59.36710170636997,40.88205,-86.74477,5.77500524986897,VUHA
47981,34.47072871705317,40.24599,-86.93128,304.7560684781258,IND1
48886,44.729366755540326,43.41994,-85.16092,468.3472007438213,GRR1
49075,63.81318300052015,41.91783,-85.44899,68.65367416408257,GRR1
49961,239.9197914719964,46.50667,-88.74358,33.914407552503505,UMN1
50036,188.23540844990924,42.0892,-93.85378,5936.05326729879,MSP1
50565,153.64420935529523,42.86118,-94.99698,150.691789383001,MSP1
50669,172.990229563129,42.33309,-92.6124,930.3191744278574,DMS1
51238,168.76014442022372,43.0758,-95.89071,543.298625335932,MSP1
51636,111.62958424054781,40.66713,-95.23519,156.61682606771174,MKC6
51651,108.88818533478282,40.65652,-95.03473,33.94950098550424,MKC6
52556,182.85705233677214,41.01842,-91.9264,4065.2677624807416,STL6
52556,182.85705233677214,41.01842,-91.9264,4065.2677624807416,STL7
53127,20.752698524573493,42.95991,-88.3777,107.91552780707976,FWI1
53955,76.68467777093053,43.40025,-89.40051,2299.0834146353704,FWI1
54123,82.94600018065641,44.20642,-88.15201,75.18836018884348,FWI1
55008,40.83984201817983,45.57149,-93.26734,6214.816951564678,UMN1
55384,11.715988765633178,44.9364,-93.63201,805.5311184128062,MSP1
55395,30.028979870887497,44.9572,-94.06085,963.3188837175092,MSP1
56116,164.81472611009835,43.61782,-96.37893,203.31489172839102,MSP1
56187,131.8742487316178,43.62357,-95.58507,4722.984148386101,MSP1
57075,180.49392341504625,43.99605,-96.96749,472.1033985455071,MSP1
57223,172.6597584893947,44.71019,-97.00567,486.0419192970527,MSP1
57440,233.7900690309138,44.8502,-98.25956,135.2272762550634,MSP1
58338,354.534399192803,48.52879,-98.6313,35.729767294839036,UMN1
58351,358.8987237799342,48.10218,-99.31394,136.55219678649016,MSP1
58381,326.4477215429864,47.82731,-98.74476,175.9485678941914,MSP1
58476,311.9652339621401,47.19398,-99.00263,206.46576879544452,MSP1
58755,519.7475381791716,48.62857,-102.94666,72.56140889626681,MSP1
59754,285.5773831881999,45.52435,-112.35339,309.40563978157496,GEG1
61042,69.97142449648564,41.68819,-89.56015,123.82953402576273,MDWY
61042,69.97142449648564,41.68819,-89.56015,123.82953402576273,MDWZ
61276,122.87109819059059,41.31667,-90.57638,8.949459679763594,HMW1
61353,41.00377447171088,41.6967,-88.99623,416.09061844489565,MDWY
61353,41.00377447171088,41.6967,-88.99623,416.09061844489565,MDWZ
