zip,distanceFromNearestCenter,demandRegionLat,demandRegionLng,demand_score,nearestCenterCode
2184,7.333452093810404,42.20386,-71.0022,16744.040499634895,DB02
2330,19.316038011799186,41.87388,-70.7563,3843.5021293246878,BOS7
2537,33.94585803599088,41.72882,-70.44317,2636.6512839941124,BOS7
3070,15.06015900084508,42.97702,-71.68664,2460.6358203365853,BOS1
3258,32.82418973591285,43.25744,-71.39956,1064.2554125659149,BOS1
3871,40.427873689473735,42.9807,-70.77358,170.58986849220665,BOS1
4416,187.8920945290381,44.62725,-68.75286,1845.2404258896368,BOS1
5440,172.96763773878445,44.95214,-73.2848,606.0805605379114,BOS1
5471,152.17230819664607,44.85739,-72.58942,239.04017217084214,BOS1
5753,117.35694352220186,43.9991,-73.17403,5062.7228204732655,BOS1
5858,121.27562251352279,44.53587,-71.8046,111.2764876059812,BOS1
6079,37.86886354159386,42.04174,-73.39755,0.0,BDL1
7034,16.6872038091369,40.87953,-74.37965,4309.447836504566,EWR8
7112,6.592218843682041,40.71137,-74.21164,9553.583868822603,DYY6
7112,6.592218843682041,40.71137,-74.21164,9553.583868822603,JFK8
7620,10.016049410872798,40.96165,-73.91983,797.3585236030414,EWR8
7727,21.465835996839708,40.20352,-74.15863,2823.3502731919907,EWR1
7727,21.465835996839708,40.20352,-74.15863,2823.3502731919907,EWR4
7756,27.10998491417355,40.21184,-74.00832,1251.6678980333736,LGA7
7756,27.10998491417355,40.21184,-74.00832,1251.6678980333736,LGA8
7842,23.63793701023758,40.94477,-74.50065,15.721995165333178,EWR8
7935,14.342874667608983,40.7371,-74.45296,196.23930558531987,EWR6
7935,14.342874667608983,40.7371,-74.45296,196.23930558531987,EWR7
8051,3.564104644575782,39.78583,-75.17903,4683.4105533652855,ACY1
10014,1.4887867149194003,40.73407,-74.00601,23542.092907874303,JFK7
10027,4.634353379389219,40.81187,-73.95459,28201.590780213803,JFK7
10033,6.209668114719657,40.84744,-73.93549,19825.131571598573,DEW1
10033,6.209668114719657,40.84744,-73.93549,19825.131571598573,TBDB
10173,0.45234848222853913,40.75379,-73.97961,0.0,JFK7
12070,110.43337603774724,42.98513,-74.25441,673.9618511607625,BDL1
12207,76.1838763675617,42.65657,-73.74749,997.6341542759559,BDL1
12804,112.7835127659453,43.3375,-73.68307,11065.198536703208,BDL1
13155,91.83664265384331,42.65945,-75.77136,219.8069663281214,VUGA
13625,208.0620065705107,44.5384,-74.92135,564.7525385311956,BOS1
15221,11.436198936387445,40.43457,-79.86631,12044.359731444629,PIT1
15477,27.723634041101576,40.07856,-79.86243,318.0617934587544,PIT1
16136,29.846444192215014,40.83425,-80.32369,287.23140435337126,PIT1
17068,12.921785148356651,40.40685,-77.17795,1536.102501583268,PHL4
17316,18.851881151423253,39.96721,-77.00226,3089.3230270069607,PHL4
18241,32.60882258150954,40.94439,-76.16492,102.09938326388965,VUGA
19446,20.23626055069826,40.23068,-75.30369,24458.715043819302,DPH1
20171,14.993607342972009,38.9246,-77.39824,24768.535613154498,FVA1
20904,6.533050316241933,39.06608,-76.97918,21558.67351868138,RVA1
21216,5.80999780695066,39.3108,-76.67145,9478.100804558004,DBA1
21784,20.601832453756977,39.40087,-76.9726,16490.99316013562,SUOC
23025,44.37286312435769,37.41447,-76.36204,193.44701979613532,ORF1
23323,4.636233399595472,36.70785,-76.37949,16263.578215560019,ORF1
23693,25.003021024658025,37.12669,-76.44755,9233.136862451627,ORF1
24280,127.20447684131474,36.95575,-81.94167,239.61192820644388,CLT3
24352,88.72556356844608,36.71547,-80.53437,368.84561424279565,CLT3
25248,108.58361451028046,38.64255,-81.61454,1005.6551481756211,CMH2
25678,137.6477129534716,37.59564,-82.08187,442.45907009431295,LEX1
25702,102.06952479698937,38.43825,-82.33344,2059.205784139373,CMH2
27215,50.94262147328134,36.03055,-79.48729,16790.400432308157,UNC2
28036,8.529496107317101,35.48586,-80.79375,9859.782651105055,CLT3
28365,47.656165486811155,35.17807,-78.05827,4946.6284468759595,RDU1
28369,92.86180390373902,34.42184,-79.02901,498.1126634916329,RDU1
28456,94.05329760003909,34.37678,-78.29228,989.579247031126,RDU1
28753,70.42301820902655,35.87181,-82.7002,3158.7831826911797,GSP1
29058,47.89794787180117,34.56297,-80.73473,1714.437621015125,CLT2
